Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Prod_Merc_Positions_Long_ALL,Prod_Merc_Positions_Short_ALL,Swap_Positions_Long_All,Swap__Positions_Short_All,Swap__Positions_Spread_All,M_Money_Positions_Long_ALL,M_Money_Positions_Short_ALL,M_Money_Positions_Spread_ALL,Other_Rept_Positions_Long_ALL,Other_Rept_Positions_Short_ALL,Other_Rept_Positions_Spread_ALL,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Open_Interest_Old,Prod_Merc_Positions_Long_Old,Prod_Merc_Positions_Short_Old,Swap_Positions_Long_Old,Swap_Positions_Short_Old,Swap_Positions_Spread_Old,M_Money_Positions_Long_Old,M_Money_Positions_Short_Old,M_Money_Positions_Spread_Old,Other_Rept_Positions_Long_Old,Other_Rept_Positions_Short_Old,Other_Rept_Positions_Spread_Old,Tot_Rept_Positions_Long_Old,Tot_Rept_Positions_Short_Old,NonRept_Positions_Long_Old,NonRept_Positions_Short_Old,Open_Interest_Other,Prod_Merc_Positions_Long_Other,Prod_Merc_Positions_Short_Other,Swap_Positions_Long_Other,Swap_Positions_Short_Other,Swap_Positions_Spread_Other,M_Money_Positions_Long_Other,M_Money_Positions_Short_Other,M_Money_Positions_Spread_Other,Other_Rept_Positions_Long_Other,Other_Rept_Positions_Short_Other,Other_Rept_Positions_Spread_Othr,Tot_Rept_Positions_Long_Other,Tot_Rept_Positions_Short_Other,NonRept_Positions_Long_Other,NonRept_Positions_Short_Other,Change_in_Open_Interest_All,Change_in_Prod_Merc_Long_All,Change_in_Prod_Merc_Short_All,Change_in_Swap_Long_All,Change_in_Swap_Short_All,Change_in_Swap_Spread_All,Change_in_M_Money_Long_All,Change_in_M_Money_Short_All,Change_in_M_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Prod_Merc_Long_All,Pct_of_OI_Prod_Merc_Short_All,Pct_of_OI_Swap_Long_All,Pct_of_OI_Swap_Short_All,Pct_of_OI_Swap_Spread_All,Pct_of_OI_M_Money_Long_All,Pct_of_OI_M_Money_Short_All,Pct_of_OI_M_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Pct_of_Open_Interest_Old,Pct_of_OI_Prod_Merc_Long_Old,Pct_of_OI_Prod_Merc_Short_Old,Pct_of_OI_Swap_Long_Old,Pct_of_OI_Swap_Short_Old,Pct_of_OI_Swap_Spread_Old,Pct_of_OI_M_Money_Long_Old,Pct_of_OI_M_Money_Short_Old,Pct_of_OI_M_Money_Spread_Old,Pct_of_OI_Other_Rept_Long_Old,Pct_of_OI_Other_Rept_Short_Old,Pct_of_OI_Other_Rept_Spread_Old,Pct_of_OI_Tot_Rept_Long_Old,Pct_of_OI_Tot_Rept_Short_Old,Pct_of_OI_NonRept_Long_Old,Pct_of_OI_NonRept_Short_Old,Pct_of_Open_Interest_Other,Pct_of_OI_Prod_Merc_Long_Other,Pct_of_OI_Prod_Merc_Short_Other,Pct_of_OI_Swap_Long_Other,Pct_of_OI_Swap_Short_Other,Pct_of_OI_Swap_Spread_Other,Pct_of_OI_M_Money_Long_Other,Pct_of_OI_M_Money_Short_Other,Pct_of_OI_M_Money_Spread_Other,Pct_of_OI_Other_Rept_Long_Other,Pct_of_OI_Other_Rept_Short_Other,Pct_of_OI_Other_Rept_Spread_Othr,Pct_of_OI_Tot_Rept_Long_Other,Pct_of_OI_Tot_Rept_Short_Other,Pct_of_OI_NonRept_Long_Other,Pct_of_OI_NonRept_Short_Other,Traders_Tot_All,Traders_Prod_Merc_Long_All,Traders_Prod_Merc_Short_All,Traders_Swap_Long_All,Traders_Swap_Short_All,Traders_Swap_Spread_All,Traders_M_Money_Long_All,Traders_M_Money_Short_All,Traders_M_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Traders_Tot_Old,Traders_Prod_Merc_Long_Old,Traders_Prod_Merc_Short_Old,Traders_Swap_Long_Old,Traders_Swap_Short_Old,Traders_Swap_Spread_Old,Traders_M_Money_Long_Old,Traders_M_Money_Short_Old,Traders_M_Money_Spread_Old,Traders_Other_Rept_Long_Old,Traders_Other_Rept_Short_Old,Traders_Other_Rept_Spread_Old,Traders_Tot_Rept_Long_Old,Traders_Tot_Rept_Short_Old,Traders_Tot_Other,Traders_Prod_Merc_Long_Other,Traders_Prod_Merc_Short_Other,Traders_Swap_Long_Other,Traders_Swap_Short_Other,Traders_Swap_Spread_Other,Traders_M_Money_Long_Other,Traders_M_Money_Short_Other,Traders_M_Money_Spread_Other,Traders_Other_Rept_Long_Other,Traders_Other_Rept_Short_Other,Traders_Other_Rept_Spread_Other,Traders_Tot_Rept_Long_Other,Traders_Tot_Rept_Short_Other,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Conc_Gross_LE_4_TDR_Long_Old,Conc_Gross_LE_4_TDR_Short_Old,Conc_Gross_LE_8_TDR_Long_Old,Conc_Gross_LE_8_TDR_Short_Old,Conc_Net_LE_4_TDR_Long_Old,Conc_Net_LE_4_TDR_Short_Old,Conc_Net_LE_8_TDR_Long_Old,Conc_Net_LE_8_TDR_Short_Old,Conc_Gross_LE_4_TDR_Long_Other,Conc_Gross_LE_4_TDR_Short_Other,Conc_Gross_LE_8_TDR_Long_Other,Conc_Gross_LE_8_TDR_Short_Other,Conc_Net_LE_4_TDR_Long_Other,Conc_Net_LE_4_TDR_Short_Other,Conc_Net_LE_8_TDR_Long_Other,Conc_Net_LE_8_TDR_Short_Other,Contract_Units,CFTC_SubGroup_Code,FutOnly_or_Combined
PG&E CITYGATE FIN BASIS - ICE FUTURES ENERGY DIV,230117,1/17/2023,023394,IFED,01,023 ,153434,128587,116113,1899,23810,1647,227,0,1257,1011,0,0,134628,142827,18806,10607,153434,128587,116113,1899,23810,1647,227,0,1257,1011,0,0,134628,142827,18806,10607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4128,2971,1731,523,379,736,227,-17,-136,31,0,0,4352,2693,-224,1435,100,83.8,75.7,1.2,15.5,1.1,0.1,0,0.8,0.7,0,0,87.7,93.1,12.3,6.9,100,83.8,75.7,1.2,15.5,1.1,0.1,0,0.8,0.7,0,0,87.7,93.1,12.3,6.9,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,18,15,,,,,0,,,0,0,24,20,27,18,15,,,,,0,,,0,0,24,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.6,72.6,78.8,87.3,66.9,65.3,73.8,78.5,67.6,72.6,78.8,87.3,66.9,65.3,73.8,78.5,0,0,0,0,0,0,0,0,"(Contracts of 2,500  MMBTU'S)",N13,FutOnly
PG&E CITYGATE FIN BASIS - ICE FUTURES ENERGY DIV,230110,1/10/2023,023394,IFED,01,023 ,149306,125616,114382,1376,23431,911,0,17,1393,980,0,0,130276,140134,19030,9172,149306,125616,114382,1376,23431,911,0,17,1393,980,0,0,130276,140134,19030,9172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6485,-4246,-1005,-1105,-7418,-700,0,0,0,-1034,0,-113,-7198,-9236,713,2751,100,84.1,76.6,0.9,15.7,0.6,0,0,0.9,0.7,0,0,87.3,93.9,12.7,6.1,100,84.1,76.6,0.9,15.7,0.6,0,0,0.9,0.7,0,0,87.3,93.9,12.7,6.1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,19,14,,,,0,,,,0,0,24,18,27,19,14,,,,0,,,,0,0,24,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.2,73.6,79.1,89,68,66.6,74.2,80.2,68.2,73.6,79.1,89,68,66.6,74.2,80.2,0,0,0,0,0,0,0,0,"(Contracts of 2,500  MMBTU'S)",N13,FutOnly
PG&E CITYGATE FIN BASIS - ICE FUTURES ENERGY DIV,230103,1/3/2023,023394,IFED,01,023 ,155791,129862,115387,2481,30849,1611,0,17,1393,2014,0,113,137474,149370,18317,6421,155791,129862,115387,2481,30849,1611,0,17,1393,2014,0,113,137474,149370,18317,6421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1680,1548,1026,-28,48,-28,-1113,17,473,24,0,-22,854,1514,826,166,100,83.4,74.1,1.6,19.8,1,0,0,0.9,1.3,0,0.1,88.2,95.9,11.8,4.1,100,83.4,74.1,1.6,19.8,1,0,0,0.9,1.3,0,0.1,88.2,95.9,11.8,4.1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,19,17,,4,4,0,,,,0,,28,24,31,19,17,,4,4,0,,,,0,,28,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.5,73.5,77.2,88.4,66.2,67.1,73.5,79.9,66.5,73.5,77.2,88.4,66.2,67.1,73.5,79.9,0,0,0,0,0,0,0,0,"(Contracts of 2,500  MMBTU'S)",N13,FutOnly
NWP ROCKIES FIN BASIS - ICE FUTURES ENERGY DIV,230228,2/28/2023,023395,IFED,01,023 ,329984,204818,198835,49578,92584,19817,25286,10053,1088,5045,0,1333,306965,323710,23019,6274,329984,204818,198835,49578,92584,19817,25286,10053,1088,5045,0,1333,306965,323710,23019,6274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1187,-3395,-146,4625,7518,-2166,7069,-5159,987,-8532,-490,258,-1154,802,2341,385,100,62.1,60.3,15,28.1,6,7.7,3,0.3,1.5,0,0.4,93,98.1,7,1.9,100,62.1,60.3,15,28.1,6,7.7,3,0.3,1.5,0,0.4,93,98.1,7,1.9,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,22,20,6,6,7,,,,,0,,35,33,44,22,20,6,6,7,,,,,0,,35,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.2,66.6,68.2,79.1,50.5,60,62.1,71.6,52.2,66.6,68.2,79.1,50.5,60,62.1,71.6,0,0,0,0,0,0,0,0,"(Contracts of 2,500  MMBTU'S)",N13,FutOnly
NWP ROCKIES FIN BASIS - ICE FUTURES ENERGY DIV,230221,2/21/2023,023395,IFED,01,023 ,328797,208213,198981,44953,85066,21983,18217,15212,101,13577,490,1075,308119,322908,20678,5889,328797,208213,198981,44953,85066,21983,18217,15212,101,13577,490,1075,308119,322908,20678,5889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1423,1220,6018,2386,-9156,917,-1169,4673,62,-5071,490,1075,-580,4079,-843,-5502,100,63.3,60.5,13.7,25.9,6.7,5.5,4.6,0,4.1,0.1,0.3,93.7,98.2,6.3,1.8,100,63.3,60.5,13.7,25.9,6.7,5.5,4.6,0,4.1,0.1,0.3,93.7,98.2,6.3,1.8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,23,20,5,7,7,,,,,,,37,34,46,23,20,5,7,7,,,,,,,37,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.1,65.1,66.7,79.2,46.7,58.4,62.1,71,49.1,65.1,66.7,79.2,46.7,58.4,62.1,71,0,0,0,0,0,0,0,0,"(Contracts of 2,500  MMBTU'S)",N13,FutOnly
NWP ROCKIES FIN BASIS - ICE FUTURES ENERGY DIV,230214,2/14/2023,023395,IFED,01,023 ,330220,206993,192963,42567,94222,21066,19386,10539,39,18648,0,0,308699,318829,21521,11391,330220,206993,192963,42567,94222,21066,19386,10539,39,18648,0,0,308699,318829,21521,11391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11569,7533,13040,1839,-2747,-2154,1622,2229,-245,1926,0,0,10521,10123,1048,1446,100,62.7,58.4,12.9,28.5,6.4,5.9,3.2,0,5.6,0,0,93.5,96.6,6.5,3.4,100,62.7,58.4,12.9,28.5,6.4,5.9,3.2,0,5.6,0,0,93.5,96.6,6.5,3.4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,20,17,5,7,7,,,,,0,0,33,30,41,20,17,5,7,7,,,,,0,0,33,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.5,64.6,67.3,79.5,46.5,57.7,62.7,69.9,48.5,64.6,67.3,79.5,46.5,57.7,62.7,69.9,0,0,0,0,0,0,0,0,"(Contracts of 2,500  MMBTU'S)",N13,FutOnly
NWP ROCKIES FIN BASIS - ICE FUTURES ENERGY DIV,230207,2/7/2023,023395,IFED,01,023 ,318651,199460,179923,40728,96969,23220,17764,8310,284,16722,0,0,298178,308706,20473,9945,318651,199460,179923,40728,96969,23220,17764,8310,284,16722,0,0,298178,308706,20473,9945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4489,-6031,-1127,-1747,-6315,-1918,3200,4533,-1934,4345,0,0,-4085,-6761,-404,2272,100,62.6,56.5,12.8,30.4,7.3,5.6,2.6,0.1,5.2,0,0,93.6,96.9,6.4,3.1,100,62.6,56.5,12.8,30.4,7.3,5.6,2.6,0.1,5.2,0,0,93.6,96.9,6.4,3.1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,20,17,5,7,7,,,,,0,0,33,30,41,20,17,5,7,7,,,,,0,0,33,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.6,64.3,68.3,79,46.7,56.6,62.9,67.9,49.6,64.3,68.3,79,46.7,56.6,62.9,67.9,0,0,0,0,0,0,0,0,"(Contracts of 2,500  MMBTU'S)",N13,FutOnly
NWP ROCKIES FIN BASIS - ICE FUTURES ENERGY DIV,230131,1/31/2023,023395,IFED,01,023 ,323140,205491,181050,42475,103284,25138,14564,3777,2218,12377,0,0,302263,315467,20877,7673,323140,205491,181050,42475,103284,25138,14564,3777,2218,12377,0,0,302263,315467,20877,7673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8207,2174,1241,243,2320,648,3430,3777,505,4248,0,0,11248,8491,-3041,-284,100,63.6,56,13.1,32,7.8,4.5,1.2,0.7,3.8,0,0,93.5,97.6,6.5,2.4,100,63.6,56,13.1,32,7.8,4.5,1.2,0.7,3.8,0,0,93.5,97.6,6.5,2.4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,23,21,5,7,7,,,,,0,0,35,34,43,23,21,5,7,7,,,,,0,0,35,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.6,64.7,66.7,78.9,45.7,56.3,60.9,67.1,49.6,64.7,66.7,78.9,45.7,56.3,60.9,67.1,0,0,0,0,0,0,0,0,"(Contracts of 2,500  MMBTU'S)",N13,FutOnly
NWP ROCKIES FIN BASIS - ICE FUTURES ENERGY DIV,230124,1/24/2023,023395,IFED,01,023 ,314933,203317,179809,42232,100964,24490,11134,0,1713,8129,0,0,291015,306976,23918,7957,314933,203317,179809,42232,100964,24490,11134,0,1713,8129,0,0,291015,306976,23918,7957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4331,863,1055,1809,4851,-948,2176,0,-187,924,-31,-222,4415,4518,-84,-187,100,64.6,57.1,13.4,32.1,7.8,3.5,0,0.5,2.6,0,0,92.4,97.5,7.6,2.5,100,64.6,57.1,13.4,32.1,7.8,3.5,0,0.5,2.6,0,0,92.4,97.5,7.6,2.5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,20,18,5,7,7,,0,,,0,0,32,30,41,20,18,5,7,7,,0,,,0,0,32,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.2,67,69.1,81,48.9,58.7,61.3,69.2,54.2,67,69.1,81,48.9,58.7,61.3,69.2,0,0,0,0,0,0,0,0,"(Contracts of 2,500  MMBTU'S)",N13,FutOnly
NWP ROCKIES FIN BASIS - ICE FUTURES ENERGY DIV,230117,1/17/2023,023395,IFED,01,023 ,310602,202454,178754,40423,96113,25438,8958,0,1900,7205,31,222,286600,302458,24002,8144,310602,202454,178754,40423,96113,25438,8958,0,1900,7205,31,222,286600,302458,24002,8144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11381,593,11680,-691,-1640,770,3592,-2405,1621,5766,31,222,11873,10279,-492,1102,100,65.2,57.6,13,30.9,8.2,2.9,0,0.6,2.3,0,0.1,92.3,97.4,7.7,2.6,100,65.2,57.6,13,30.9,8.2,2.9,0,0.6,2.3,0,0.1,92.3,97.4,7.7,2.6,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,17,17,4,8,7,,0,,,,,30,32,40,17,17,4,8,7,,0,,,,,30,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.2,66.3,71.5,80.2,49.5,57.5,61.6,67.4,56.2,66.3,71.5,80.2,49.5,57.5,61.6,67.4,0,0,0,0,0,0,0,0,"(Contracts of 2,500  MMBTU'S)",N13,FutOnly
NWP ROCKIES FIN BASIS - ICE FUTURES ENERGY DIV,230110,1/10/2023,023395,IFED,01,023 ,299221,201861,167074,41114,97753,24668,5366,2405,279,1439,0,0,274727,292179,24494,7042,299221,201861,167074,41114,97753,24668,5366,2405,279,1439,0,0,274727,292179,24494,7042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4251,-3596,4756,-1912,-5778,-4781,-524,1890,-172,1439,0,0,-9546,-4085,5295,-166,100,67.5,55.8,13.7,32.7,8.2,1.8,0.8,0.1,0.5,0,0,91.8,97.6,8.2,2.4,100,67.5,55.8,13.7,32.7,8.2,1.8,0.8,0.1,0.5,0,0,91.8,97.6,8.2,2.4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,17,17,4,8,7,,,,,0,0,29,30,38,17,17,4,8,7,,,,,0,0,29,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.5,66.3,73.5,80.4,52.2,57.7,62.3,67.3,59.5,66.3,73.5,80.4,52.2,57.7,62.3,67.3,0,0,0,0,0,0,0,0,"(Contracts of 2,500  MMBTU'S)",N13,FutOnly
NWP ROCKIES FIN BASIS - ICE FUTURES ENERGY DIV,230103,1/3/2023,023395,IFED,01,023 ,303472,205457,162318,43026,103531,29449,5890,515,451,0,0,0,284273,296264,19199,7208,303472,205457,162318,43026,103531,29449,5890,515,451,0,0,0,284273,296264,19199,7208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1059,304,-204,24,1247,-464,2742,492,27,-1649,0,-260,724,838,335,221,100,67.7,53.5,14.2,34.1,9.7,1.9,0.2,0.1,0,0,0,93.7,97.6,6.3,2.4,100,67.7,53.5,14.2,34.1,9.7,1.9,0.2,0.1,0,0,0,93.7,97.6,6.3,2.4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,21,19,5,8,8,,,,0,0,0,33,33,41,21,19,5,8,8,,,,0,0,0,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.5,63.4,70.9,77.5,51,54.3,61.3,64.4,57.5,63.4,70.9,77.5,51,54.3,61.3,64.4,0,0,0,0,0,0,0,0,"(Contracts of 2,500  MMBTU'S)",N13,FutOnly
AECO FIN BASIS - ICE FUTURES ENERGY DIV,230228,2/28/2023,023396,IFED,01,023 ,874869,810558,166192,15332,657491,29431,0,4222,58,3827,10362,2601,861807,870357,13062,4512,874869,810558,166192,15332,657491,29431,0,4222,58,3827,10362,2601,861807,870357,13062,4512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29471,29605,-1375,-130,31595,-738,0,1121,-31,-647,-2358,-202,27857,28012,1614,1459,100,92.6,19,1.8,75.2,3.4,0,0.5,0,0.4,1.2,0.3,98.5,99.5,1.5,0.5,100,92.6,19,1.8,75.2,3.4,0,0.5,0,0.4,1.2,0.3,98.5,99.5,1.5,0.5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,33,17,,10,8,0,,,,,,47,32,52,33,17,,10,8,0,,,,,,47,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.4,54,63.1,80.4,45.3,53.5,59.8,73.4,45.4,54,63.1,80.4,45.3,53.5,59.8,73.4,0,0,0,0,0,0,0,0,"(Contracts of 2,500  MMBTU'S)",N13,FutOnly
AECO FIN BASIS - ICE FUTURES ENERGY DIV,230221,2/21/2023,023396,IFED,01,023 ,845398,780953,167567,15462,625896,30169,0,3101,89,4474,12720,2803,833950,842345,11448,3053,845398,780953,167567,15462,625896,30169,0,3101,89,4474,12720,2803,833950,842345,11448,3053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26527,31454,4092,-366,25381,-5052,0,1892,58,250,2108,-350,25994,28129,533,-1602,100,92.4,19.8,1.8,74,3.6,0,0.4,0,0.5,1.5,0.3,98.6,99.6,1.4,0.4,100,92.4,19.8,1.8,74,3.6,0,0.4,0,0.5,1.5,0.3,98.6,99.6,1.4,0.4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,33,17,,10,8,0,,,,,,48,33,52,33,17,,10,8,0,,,,,,48,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.7,54,62.6,80.1,44.7,53,59.4,72.2,44.7,54,62.6,80.1,44.7,53,59.4,72.2,0,0,0,0,0,0,0,0,"(Contracts of 2,500  MMBTU'S)",N13,FutOnly
AECO FIN BASIS - ICE FUTURES ENERGY DIV,230214,2/14/2023,023396,IFED,01,023 ,818871,749499,163475,15828,600515,35221,0,1209,31,4224,10612,3153,807956,814216,10915,4655,818871,749499,163475,15828,600515,35221,0,1209,31,4224,10612,3153,807956,814216,10915,4655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26378,24929,6036,522,19373,311,0,466,0,395,-1498,-161,25996,24527,382,1851,100,91.5,20,1.9,73.3,4.3,0,0.1,0,0.5,1.3,0.4,98.7,99.4,1.3,0.6,100,91.5,20,1.9,73.3,4.3,0,0.1,0,0.5,1.3,0.4,98.7,99.4,1.3,0.6,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,33,17,,10,8,0,,,,,,46,31,50,33,17,,10,8,0,,,,,,46,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.9,53.6,61.7,79.6,43.8,51.9,59.2,71.5,43.9,53.6,61.7,79.6,43.8,51.9,59.2,71.5,0,0,0,0,0,0,0,0,"(Contracts of 2,500  MMBTU'S)",N13,FutOnly
AECO FIN BASIS - ICE FUTURES ENERGY DIV,230207,2/7/2023,023396,IFED,01,023 ,792493,724570,157439,15306,581142,34910,0,743,31,3829,12110,3314,781960,789689,10533,2804,792493,724570,157439,15306,581142,34910,0,743,31,3829,12110,3314,781960,789689,10533,2804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-35093,-29828,2091,-568,-38562,2047,0,65,-4,-2975,2169,-321,-31649,-32515,-3444,-2578,100,91.4,19.9,1.9,73.3,4.4,0,0.1,0,0.5,1.5,0.4,98.7,99.6,1.3,0.4,100,91.4,19.9,1.9,73.3,4.4,0,0.1,0,0.5,1.5,0.4,98.7,99.6,1.3,0.4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,33,17,,10,8,0,,,,,,46,31,50,33,17,,10,8,0,,,,,,46,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.8,53.2,60.7,78.7,42.8,51.7,58.6,71.5,42.8,53.2,60.7,78.7,42.8,51.7,58.6,71.5,0,0,0,0,0,0,0,0,"(Contracts of 2,500  MMBTU'S)",N13,FutOnly
AECO FIN BASIS - ICE FUTURES ENERGY DIV,230131,1/31/2023,023396,IFED,01,023 ,827586,754398,155348,15874,619704,32863,0,678,35,6804,9941,3635,813609,822204,13977,5382,827586,754398,155348,15874,619704,32863,0,678,35,6804,9941,3635,813609,822204,13977,5382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36998,32291,16796,-173,10817,1909,0,72,-165,771,5828,-53,34580,35204,2418,1794,100,91.2,18.8,1.9,74.9,4,0,0.1,0,0.8,1.2,0.4,98.3,99.3,1.7,0.7,100,91.2,18.8,1.9,74.9,4,0,0.1,0,0.8,1.2,0.4,98.3,99.3,1.7,0.7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,33,17,,10,8,0,,,4,,,48,33,52,33,17,,10,8,0,,,4,,,48,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,54,60,79,42.9,52.6,58.2,73.2,43,54,60,79,42.9,52.6,58.2,73.2,0,0,0,0,0,0,0,0,"(Contracts of 2,500  MMBTU'S)",N13,FutOnly
AECO FIN BASIS - ICE FUTURES ENERGY DIV,230124,1/24/2023,023396,IFED,01,023 ,790588,722107,138552,16047,608887,30954,0,606,200,6033,4113,3688,779029,787000,11559,3588,790588,722107,138552,16047,608887,30954,0,606,200,6033,4113,3688,779029,787000,11559,3588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8247,8093,-2079,-561,6673,325,0,543,-265,740,2671,771,9103,8639,-856,-392,100,91.3,17.5,2,77,3.9,0,0.1,0,0.8,0.5,0.5,98.5,99.5,1.5,0.5,100,91.3,17.5,2,77,3.9,0,0.1,0,0.8,0.5,0.5,98.5,99.5,1.5,0.5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,33,17,,10,7,0,,,4,,,48,32,52,33,17,,10,7,0,,,4,,,48,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.1,55.6,60.1,79.4,43.1,54.1,59,75.3,43.1,55.6,60.1,79.4,43.1,54.1,59,75.3,0,0,0,0,0,0,0,0,"(Contracts of 2,500  MMBTU'S)",N13,FutOnly
AECO FIN BASIS - ICE FUTURES ENERGY DIV,230117,1/17/2023,023396,IFED,01,023 ,782341,714014,140631,16608,602214,30629,0,63,465,5293,1442,2917,769926,778361,12415,3980,782341,714014,140631,16608,602214,30629,0,63,465,5293,1442,2917,769926,778361,12415,3980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13025,12465,3825,153,9422,-199,-59,63,245,-290,-574,340,12655,13122,370,-97,100,91.3,18,2.1,77,3.9,0,0,0.1,0.7,0.2,0.4,98.4,99.5,1.6,0.5,100,91.3,18,2.1,77,3.9,0,0,0.1,0.7,0.2,0.4,98.4,99.5,1.6,0.5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,33,15,,9,7,0,,,4,,,47,29,50,33,15,,9,7,0,,,4,,,47,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.4,55.6,59.7,79.6,42.4,54.1,58.6,75.3,42.4,55.6,59.7,79.6,42.4,54.1,58.6,75.3,0,0,0,0,0,0,0,0,"(Contracts of 2,500  MMBTU'S)",N13,FutOnly
